wallet_id,total_transaction_count,total_transaction_sum,big_transaction_count,big_transaction_sum,small_transaction_count,small_transaction_sum,from_transaction_count,from_transaction_sum,to_transaction_count,to_transaction_sum,to_unique_wallet,from_unique_wallet,from_unique_big,to_unique_big,from_unique_small,to_unique_small,classification
208030,0,0,0,0,0,0,1,22.132595439927478,0,0,0,1,0,0,0,0,Positive
208031,0,0,0,0,0,0,1,21.759119369799087,0,0,0,1,0,0,0,0,Positive
208032,0,0,0,0,1,16.523560759066484,2,21.041719568064945,0,0,0,0,0,0,0,0,Positive
208033,0,0,0,0,0,0,1,21.128730945054574,0,0,0,1,0,0,0,0,Positive
208036,0,0,0,0,0,0,1,19.33697147582652,0,0,0,1,0,0,0,0,Positive
208038,0,0,0,0,0,0,1,24.412145291060348,0,0,0,1,0,0,0,0,Positive
208039,0,0,0,0,0,0,1,18.8275822998752,0,0,0,1,0,0,0,0,Positive
208040,29,25.056123703131163,0,0,4,18.83498457520771,1,19.21033264511406,28,25.05322746705418,1,1,0,0,0,0,Positive
208042,0,0,0,0,0,0,1,18.837909975940054,0,0,0,1,0,0,0,0,Positive
208047,13,27.41764623956313,0,0,0,0,8,26.838931221562323,5,26.595259498518278,1,1,0,0,0,0,Positive
208048,0,0,0,0,0,0,1,25.18288190324072,0,0,0,1,0,0,0,0,Positive
208051,34,39.54779930668852,0,0,13,20.3633364301265,3,22.363347848299746,31,39.54779927226244,0,0,0,0,0,0,Negative
208056,15,29.066862184101645,0,0,0,0,14,28.98350575625057,1,26.54084391169746,1,0,0,0,0,0,Negative
208057,0,0,0,0,0,0,1,20.67688940547901,0,0,0,1,0,0,0,0,Positive
208062,0,0,0,0,0,0,1,20.72292778281255,0,0,0,1,0,0,0,0,Positive
208063,0,0,0,0,0,0,1,23.07015485549698,0,0,0,1,0,0,0,0,Positive
208064,0,0,0,0,0,0,1,21.980537914398546,0,0,0,1,0,0,0,0,Positive
208072,0,0,0,0,0,0,1,21.52167352816385,0,0,0,1,0,0,0,0,Positive
208073,0,0,0,0,1,13.815510557964274,1,13.815510557964274,0,0,0,1,0,0,1,0,Positive
